210
659

8    69   103.55
8    80   161.14
9    68   103.55
9    70    96.96
9    82    80.57
0    58   163.37
0    71   101.38
0    83    95.77
1    72    88.00
2    61   121.16
2    71    88.00
2    73   115.66
2    94   211.28
3    62   103.77
3    72   115.66
3    74   108.05
3    95   247.91
4    51   206.20
4    62   148.72
4    75   115.07
4    84   104.34
5    63   128.37
5    74   115.07
5    85    87.94
6    75   101.11
6    77   111.55
6    87   142.10
7    78    97.91
7    87    99.15
8    65   119.34
8    87   129.45
9    66    90.92
9    80   107.12
9    89   130.21
0    68   161.14
0    79   107.12
0    81   112.15
0    89   152.38
0    90    85.01
0    91   159.55
1    68    79.63
1    80   112.15
1    82   108.25
1    91   119.34
2    69    80.57
2    83   103.81
2    92   114.45
3    70    95.77
3    82   103.81
3    93   106.13
4    74   104.34
4    85    96.74
4    96   118.85
5    75    87.94
5    84    96.74
6    76    92.89
6    85    99.46
6    87   106.68
6    98   125.28
7    78   129.45
7    88   105.06
7    98   150.80
7    99   126.08
8    78    98.40
8    87   105.06
8    00   102.68
9    79   130.21
9    90    90.02
9    01    87.77
0    80    85.01
0    91   107.84
1    80   159.55
1    81   119.34
1    90   107.84
1    92   111.50
1    02    97.85
2    82   114.45
2    91   111.50
2    93   104.52
3    83   106.13
3    92   104.52
3    94   199.00
3    09   217.26
4    70   284.82
4    72   211.28
4    93   199.00
4    95   107.24
4    03   158.15
4    10   193.86
5    73   247.91
5    96    97.70
5    03   111.10
6    84   118.85
6    95    97.70
6    97   108.16
6    03   141.77
6    04   145.20
6    12   197.30
7    85   118.82
7    96   108.16
7    98   105.43
8    86   125.28
8    87   150.80
8    97   105.43
8    99   119.22
8    04   135.54
8    05   142.04
8    14   237.66
9    98   119.22
0    87   137.75
0    88   102.68
0    99    80.90
0    05   151.92
0    15   213.21
1    89    87.77
1    02   221.64
2    08   115.80
3    94   158.15
3    95   111.10
3    10   125.80
3    11    89.59
3    12   136.72
4    96   145.20
4    98   135.54
4    12   146.49
4    14   169.56
5    14   157.01
6    01   119.36
6    07    96.01
7    22   186.26
8    07    97.61
8    09   210.40
9    94   309.76
9    08   210.40
9    10   209.62
9    25   171.05
0    94   193.86
0    09   209.62
0    16   113.99
1    03    89.59
1    10    89.67
2    03   136.72
2    11   127.81
2    13    93.38
2    18   105.63
3    12    93.38
3    14   114.60
3    19   114.49
4    98   237.66
4    04   169.56
4    05   157.01
4    13   114.60
4    15   203.57
4    19   138.60
4    20    95.34
4    31   252.60
5    00   213.21
5    05   140.71
5    31   201.70
6    10   113.99
6    17   101.04
6    26    95.79
7    12   166.18
7    16   101.04
7    26   129.85
8    17   115.18
9    13   114.49
9    18   100.02
9    20   104.92
9    28   148.49
9    29   109.18
0    14    95.34
0    19   104.92
0    30   105.04
1    06   214.74
1    33   151.77
2    07   186.26
2    21   114.80
2    23   107.72
3    08   215.68
3    09   299.85
3    22   107.72
3    24    89.34
3    33   146.70
3    34    82.64
3    35   138.00
4    25   110.31
4    35    98.12
5    24   110.31
5    26   206.20
5    37   166.69
6    17   129.85
6    25   206.20
6    27   116.60
6    38    94.92
7    26   116.60
7    28    95.69
8    18   105.84
8    19   148.49
8    27    95.69
8    29   104.05
8    39   151.93
8    47   219.51
9    30   101.22
9    48   215.28
0    20   105.04
0    29   101.22
0    49   196.63
0    51   298.08
1    14   252.60
1    15   201.70
1    30   211.39
1    51   220.40
2    21    94.13
2    33   100.24
3    23   146.70
3    32   100.24
3    40   135.77
4    23    82.64
4    33   111.02
4    35    92.28
4    41   115.14
5    23   138.00
5    24    98.12
5    42   108.65
5    43   150.57
6    25   119.04
6    35   111.12
6    37   138.11
6    43    96.83
7    38    77.36
7    45   144.96
8    26    94.92
8    37    77.36
8    45   118.17
9    26   143.50
9    27   110.92
9    28   151.93
9    46   109.24
9    47   156.35
0    32   112.22
0    41   212.00
0    52   109.52
1    33   141.52
1    34   115.14
1    40   212.00
1    42   106.19
1    53    94.05
2    35   108.65
2    43   107.49
3    35   150.57
3    36    96.83
3    42   107.49
3    44   108.16
3    54   124.49
3    55   136.49
4    43   108.16
4    45   107.11
4    55    95.34
5    37   144.96
5    38   118.17
5    39   154.45
5    44   107.11
5    46   105.94
5    56    96.90
6    39   109.24
6    47   109.61
7    28   219.51
7    39   156.35
7    46   109.61
7    48    92.52
8    29   215.28
8    47    92.52
8    49   103.64
8    57    84.24
9    30   196.63
9    48   103.64
9    50   117.80
9    57   142.13
0    59   112.20
1    31   220.40
1    50   107.15
1    60   112.13
2    53   217.56
2    61    98.41
3    41    94.05
3    54   207.19
3    62   122.77
4    55   109.94
4    63   100.65
5    43   136.49
5    44    95.34
5    54   109.94
5    64   117.77
6    45    96.90
6    55   125.37
6    65   118.72
7    48    84.24
7    68   122.46
8    49   105.19
8    69   138.64
9    58    92.44
9    60   101.08
9    70   119.42
0    51   112.13
1    62   192.25
1    80   207.06
2    53   122.77
2    63   210.02
2    72   151.63
2    82   180.50
3    54   100.65
3    62   210.02
3    64   109.60
3    72   123.34
3    83   222.53
4    55   117.77
4    63   109.60
4    65   107.20
5    55   160.77
5    66   104.00
5    73   146.07
5    74   152.40
6    67   122.09
6    74    98.03
7    47   189.85
7    57   124.08
7    68   102.86
7    74   155.17
7    75   106.26
8    57   122.46
8    67   102.86
8    69   107.18
9    70    89.01
9    78   148.83
0    59   119.42
0    69    89.01
0    71   124.29
0    78   103.94
1    60   104.39
1    70   124.29
1    79   104.28
2    62   151.63
2    82   150.28
2    83   167.18
3    63   171.05
3    65   146.07
3    85   124.34
4    65   152.40
4    67   155.17
4    85   144.39
4    86   108.30
4    87   170.98
5    67   106.26
5    76   116.09
6    69   145.39
6    75   116.09
6    77   102.31
6    87   158.45
7    69    87.49
7    78   119.00
8    69   148.83
8    77   119.00
8    89    85.44
8    90   126.37
9    78    92.20
9    90   106.17
0    81   107.50
0    91   106.72
1    82   106.10
1    92   130.49
2    62   180.50
2    72   150.28
2    83   222.56
2    93   120.00
3    73   159.08
3    82   222.56
4    83    98.20
4    85   113.60
5    65   195.54
5    73   124.34
5    95   166.57
6    85   104.78
6    87   111.82
7    74   170.98
7    75   135.32
7    76   158.45
7    88   198.51
7    97   146.39
7    98    95.61
8    77   106.11
8    99   100.32
8    00   164.12
9    78    85.44
9    88   118.80
9    00   109.30
0    78   126.37
0    89    85.36
0    10   191.44
1    92   107.18
1    01   120.95
2    81   130.49
2    93    98.80
2    02    98.79
3    92    98.80
3    94   217.18
3    03   104.03
4    83    97.79
4    93   217.18
4    04   103.95
5    83   142.31
5    84   129.00
5    94    99.60
5    96   123.32
5    04   135.66
5    05    89.59
5    06   148.27
6    85   109.37
6    95   123.32
6    97   104.02
6    06   108.60
7    98    97.30
7    06   139.63
8    97    97.30
8    99   216.97
8    07   115.58
9    98   216.97
9    08   115.09
0    88   164.12
0    89   109.30
0    09   103.89
1    91   120.95
1    02   102.11
2    01   102.11
2    03   108.25
3    93   104.03
3    02   108.25
3    04   208.31
4    95   135.66
4    03   208.31
4    05   110.23
5    06   106.79
6    96   108.60
6    07   213.15
7    06   213.15
7    08   204.08
8    99   115.09
8    09   116.78
9    00   103.89
9    08   116.78
0    00   151.85
0    09   107.92

